OBJECTID,NA_ID,ACRES,NA_NAME,OWNER,R_RATING,C_RATING,TOP_RATING,DATA_DATE
2059,3235,142.98,South Mountains Pleasant Grove Uplands,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2060,3244,268.99,Juniper Swamp and Savannas,"PRV, TNC",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2061,3145,157.34,Yellow Creek Wetlands and Slopes,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2062,3146,171.03,Wolf Creek,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2063,1564,1262.34,FRB/Lower French Broad River Aquatic Habitat,PW,R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
2064,2006,255.24,CTB/Linville River Aquatic Habitat,PW,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2065,555,44.78,LTN/Santeetlah Creek Aquatic Habitat,PW,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2066,1172,82.35,LTN/Snowbird Creek Aquatic Habitat,PW,R3 (High),C4 (Moderate),High,2021/01/22
2067,1824,788.42,HIW/Upper Hiwassee River Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2068,74,377.89,HIW/Valley River Aquatic Habitat,PW,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2069,1429,96.85,LTN/Cartoogechaye Creek Aquatic Habitat,PW,R3 (High),C3 (High),High,2021/01/22
2070,1549,712.94,LTN/Little Tennessee River (Lower) Aquatic Habitat,PW,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2071,704,118.9,LTN/Cullasaja River/Ellijay Creek Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
2072,771,464.68,LTN/Little Tennessee River (Upper) Aquatic Habitat,PW,R2 (Very High),C3 (High),Very High,2021/01/22
2073,2707,436.12,Rocky River Dragonfly Riffles,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
2074,1435,2282.54,LTN/Tuckasegee River Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2075,1380,329.1,LTN/Oconaluftee River Aquatic Habitat,PW,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2076,2278,190.66,Gragg Forests,"PRV, USFS",R5 (General),C5 (General),General,2021/01/22
2077,50,135.71,Gold Hill Flats,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2078,1481,11.65,Walker Road Hardpan Forest,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2079,1527,463.49,Frogsboro Flats,"NCWRC, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2080,350,106.35,Rotten Creek Headwater Slopes,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2081,399,412.59,Shelton Mountain,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2082,2118,290.48,Glassy Mountain/Sandburg Park,"NCDNCR, USNPS",R3 (High),C3 (High),High,2021/01/22
2083,702,171.75,Satterwhite Monadnock,PRV,R5 (General),C5 (General),General,2021/01/22
2084,2553,56.9,Reese Mountain,PRV,R5 (General),C5 (General),General,2021/01/22
2085,188,58.11,Tallyho Monadnock,PRV,R5 (General),C5 (General),General,2021/01/22
2086,3116,232.39,Cedar Top,"PRV, USFS",R2 (Very High),C4 (Moderate),Very High,2021/01/22
2087,3117,2260.04,Cheoah Bald,USFS,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2088,3118,1358.85,Cheoah Mountains,USFS,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2089,3119,336.03,Farley Branch,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2090,3120,302.48,Farmer Top,USFS,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2091,1422,59.71,Coleridge Bluffs,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
2092,1497,5232.84,Bluff Swamp/Princess Ann Swamp,"LRC, NCDPR, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
2093,564,529.67,Camp Lejeune Millstone Creek Swamp,USDOD,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2094,1984,747.32,Waccamaw River Reeves and Gore Lake Bottomlands,"NCWRC, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2095,613,67.15,Little River Shooting-Star Slopes,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2096,820,336.57,Charity Church Hardwood Forest,PRV,R5 (General),C5 (General),General,2021/01/22
2097,1464,498.67,Northeast Creek/Panther Creek Dikes and Bottomlands,USACE,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2098,570,18.23,Crooked Creek Meadow,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2099,1424,461.04,Broughton Hospital/Keller Knob,"NCWRC, PRV",R5 (General),C5 (General),General,2021/01/22
2100,1053,232.05,Melrose Mountain,"NCPCP, PRV",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2101,1476,1398.01,Little River Gorge,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
2102,858,6.53,Cullowhee Mafic Slope,PRV,R2 (Very High),C5 (General),Very High,2021/01/22
2103,1896,211.83,Wysner Mountain Buffer,PRV,R5 (General),C5 (General),General,2021/01/22
2104,2710,204.89,Sols and Bell Mountain,PRV,R5 (General),C5 (General),General,2021/01/22
2105,791,8793.46,Tussock Bay Complex,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
2106,3121,202.62,Firescald Ridge,USFS,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2107,3122,611.96,Hamby Bend,USFS,R2 (Very High),C3 (High),Very High,2021/01/22
2108,3123,193.7,Hanging Dog Mountain,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2109,3124,727.78,Horse Cove Ridge,USFS,R3 (High),C3 (High),High,2021/01/22
2110,3126,76.02,Appalachia Lake Old-Growth Site,USFS,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2111,2552,906.26,Beth Haven Church Road Forests,PRV,R5 (General),C5 (General),General,2021/01/22
2112,3268,517.96,CTB/Henry Fork-Jacob Fork Aquatic Habitat,PW,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2113,3259,133.88,Morgan Ridge,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2114,2555,78.86,Cloninger Lane Woods,PRV,R5? (General?),C5 (General),General,2021/01/22
2115,2119,110.16,Pores Knob,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2116,1767,252.04,Doe Fork Seeps and Forests,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2117,2742,41.22,Coy Road Sandhill/Flatwoods,PRV,R5 (General),C5 (General),General,2021/01/22
2118,1590,848.7,Long Bays Savanna and Carolina Bays,PRV,R5 (General),C3 (High),High,2021/01/22
2119,1566,170.93,Camp Lejeune Mile Hammock Bay Sandhills,USDOD,R4 (Moderate),C3 (High),High,2021/01/22
2120,1868,46.26,Wards Lake,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
2121,2758,1697.82,Middle Lumber River Swamp,"NCDOA, PRV",R3 (High),C4 (Moderate),High,2021/01/22
2122,3128,1468.66,Meetinghouse Mountain,"PRV, USFS",R3 (High),C3 (High),High,2021/01/22
2123,3129,22.55,North Shoal Creek Falls,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2124,3131,962.5,Rocky Knob/Davis Creek Headwaters,USFS,R3 (High),C3 (High),High,2021/01/22
2125,3132,183.36,Shuler Creek Wetland Complex,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2126,3133,928.27,Turner Top,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2127,3114,341.53,Bob Bald,USFS,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2128,1746,47.87,Hiwassee Church Bluffs,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2129,451,1594.39,Morgan Creek Floodplain Forest,"PRV, USACE",R2 (Very High),C3 (High),Very High,2021/01/22
2130,227,204.64,Morgan Creek Bluffs,"NCBGF, PRV, UNCCH",R3 (High),C3 (High),High,2021/01/22
2131,1243,2885.91,Birkhead Upland Forest Natural Area,"NCWRC, PRV, USFS",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2132,2558,159.53,June Bug Woods,PRV,R5 (General),C5 (General),General,2021/01/22
2133,2560,68.22,Lick Run Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
2134,2416,1040.61,Little Tablerock Mountain,NCWRC,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2135,681,570.79,Bens Ridge and Coves,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2136,2273,332.13,West Fork Forest,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2137,2481,50.93,Ash Camp Creek Wetland,PRV,R5 (General),C5 (General),General,2021/01/22
2138,1252,179.75,Caraway Creek Forests,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2139,903,359.48,Catawba River Corridor,"LOCAL, PRV",R5 (General),C4 (Moderate),Moderate,2021/01/22
2140,865,53161.91,Swanquarter/Gull Rock Wetlands,"NCWRC, USFWS",R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
2141,1838,8295.36,Hunting Creek Pocosin and Marsh,PRV,R3 (High),C2 (Very High),Very High,2021/01/22
2142,49,1085.02,Salmon Creek Swamp,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2143,2480,216.54,Town Fork Forest,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2144,754,68.64,Grubbs Road Lake,PRV,R5 (General),C5 (General),General,2021/01/22
2145,2549,1872.69,Rocky River Basalt Bluffs and Levees,PRV,R3 (High),C3 (High),High,2021/01/22
2146,1663,43.9,Vulcan/Rhodhiss Slopes,PRV,R5? (General?),C5 (General),General,2021/01/22
2147,434,2442.28,Dover Bay Pocosin,"NCCLT, NCGTP",R2 (Very High),C4 (Moderate),Very High,2021/01/22
2148,2717,698.6,Upper Haw River Floodplain and Slopes,"NCDPR, PRV",R5 (General),C5 (General),General,2021/01/22
2149,2099,776.67,Cane Creek Mountains/Observatory Woods,"LOCAL, PRV,",R2 (Very High),C4 (Moderate),Very High,2021/01/22
2150,2253,372.83,Anderson Shoal,PRV,R5 (General),C5 (General),General,2021/01/22
2151,3091,44.06,Jesse Helms Park Natural Area,"LOCAL, PRV",R5 (General),C4 (Moderate),Moderate,2021/01/22
2152,3225,37.33,Colington Island Meter Point,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2153,3093,83.22,Richardson Creek Ledges,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2154,1931,6419.11,Neuse River Lowgrounds,JCC,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2155,959,353.24,Bull Neck Swamp and Bluffs,PRV,R5 (General),C5 (General),General,2021/01/22
2156,88,130.24,YAD/Crooked Creek Aquatic Habitat,PW,R3 (High),C4 (Moderate),High,2021/01/22
2157,1647,9.39,North Fork Crooked Creek Rare Plant Site,"NCDOT, PRV",R3 (High),C4 (Moderate),High,2021/01/22
2158,1215,6.58,Jackson Sunflower Site,"NCDOT, PRV",R3 (High),C4 (Moderate),High,2021/01/22
2159,816,39.27,Jackson Blackjacks,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2160,3099,263.9,Halifax Bluffs,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2161,1783,45.62,Phillips and Annex Islands,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2162,963,8832.78,LBR/Lake Waccamaw Aquatic Habitat,"NCDPR, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2163,288,20.74,Phlox Woods,"PRV,",R5 (General),C5 (General),General,2021/01/22
2164,1158,10517.14,Toxaway River Gorge,"NCDPR, NCWRC, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2165,108,2063.81,Pinnacle Mountain,PRV,R3 (High),C3 (High),High,2021/01/22
2166,3078,105100.84,Fort Bragg (Central Section),"PRV, USDOD",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2167,1076,162.95,CTB/Twelvemile Creek Aquatic Habitat,PW,R5 (General),C4 (Moderate),Moderate,2021/01/22
2168,3097,232.46,Mud Castle Slopes,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2169,2270,821.38,Lutherock Natural Area,PRV,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2170,612,479.5,Little River Buffer and Cliffs,"PRV, USFS",R3 (High),C4 (Moderate),High,2021/01/22
2171,2883,285.2,Stanly Road Coastal Fringe Forest,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2172,1487,164.58,West Belews Creek Swamps and Forests,PRV,R5 (General),C5 (General),General,2021/01/22
2173,1743,85.33,Providence Church Road Forest,PRV,R5? (General?),C5 (General),General,2021/01/22
2174,1244,172.62,Benefit Church Forests,PRV,R5 (General),C5 (General),General,2021/01/22
2175,3191,110.9,Kernersville Lake Park Hardwood Forest,"LOCAL, PRV",R5 (General),C5 (General),General,2021/01/22
2176,110,4213.36,Upper Drowning Creek Swamp Forest,"NCWRC, PRV, SALT",R2 (Very High),C3 (High),Very High,2021/01/22
2177,353,4138.48,Raven Rock State Park,"NCDPR, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2178,714,124.05,Hebron Road Remnant Glade,"NCPCP, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
2179,238,159.77,Spring Bay Bay Forest,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
2180,1902,678.38,CPF/Rocky River Subbasin Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2181,429,817.08,CPF/Deep River below High Falls Aquatic Habitat,PW,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2182,623,1140.61,CPF/Haw River Aquatic Habitat,PW,R3 (High),C3 (High),High,2021/01/22
2183,3184,681.71,CPF/Deep River above High Falls Aquatic Habitat,PW,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2184,229,173.69,Dan River Hemlock Bluffs,PRV,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2185,568,1635.37,Cedar Island/North Bay Barrier Strand,"PRV, USFWS",R3 (High),C3 (High),High,2021/01/22
2186,2618,170.25,Deep Creek Mountain and Slopes,PRV,R5? (General?),C5 (General),General,2021/01/22
2187,2708,501.93,Shepherd Mountain/Little Caraway Creek Forest,PRV,R5 (General),C5 (General),General,2021/01/22
2188,3148,602.88,Tapoco/Calderwood Lake Slopes,"PRV, USFS",R2 (Very High),C3 (High),Very High,2021/01/22
2189,3150,372.23,Sammy Basin,"PRV, USFS",R2 (Very High),C2 (Very High),Very High,2021/01/22
2190,3151,413.04,Round Mountain Cove,USFS,R2 (Very High),C3 (High),Very High,2021/01/22
2191,2760,75.89,Backbone Ridge,"NCFS, USFS",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2192,457,4162.38,Western Plott Balsam Natural Area,"LTLT, PRV, SAHC, TNC, USFS, USNPS",R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
2193,2765,316.31,Harper Creek/Yellow Buck Mountain,"PRV, USFS",R5 (General),C4 (Moderate),Moderate,2021/01/22
2194,1400,131.88,Big Bald Mountain,"USFS,",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2195,1237,2487.93,Bay Tree Lake State Park and Vicinity,"NCDPR, PRV",R2 (Very High),C1 (Exceptional),Exceptional,2021/01/22
2196,1780,815.52,Chestnut Bald/Flat Laurel Creek/Sam Knob,"USFS, USNPS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2197,1982,1978.98,Frying Pan Gap,"USFS, USNPS",R2 (Very High),C3 (High),Very High,2021/01/22
2198,2808,1288.73,Clawhammer Mountain/Black Mountain,USFS,R2 (Very High),C3 (High),Very High,2021/01/22
2199,3127,1712.6,Long Ridge/Unicoi Mountains,USFS,R2 (Very High),C3 (High),Very High,2021/01/22
2200,2042,232.59,Sand Branch Natural Area,"PRV, USFS",R3 (High),C4 (Moderate),High,2021/01/22
2201,2327,108.96,Camp Caraway Ridge,PRV,R5 (General),C5 (General),General,2021/01/22
2202,186,164.55,Densons Creek Nature Trail,USFS,R5 (General),C5 (General),General,2021/01/22
2203,150,1023.41,NC Zoo Natural Areas,"NCZOO, PRV",R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2204,2257,1372.1,Lisenberry Mountain,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
2205,371,3.05,South Lick Creek Bluffs,PRV,R4 (Moderate),C5 (General),Moderate,2021/01/22
2206,2339,86.23,Central Falls Slope,PRV,R5 (General),C5 (General),General,2021/01/22
2207,123,117.09,Horseshoe Neck Forests,PRV,R5 (General),C5 (General),General,2021/01/22
2208,1763,151.1,Tar River Camassia Slopes,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2209,2774,377.48,Peaked Top Rare Plant Site,LOCAL,R3 (High),C5 (General),High,2021/01/22
2210,3152,133.31,Rocky Point Ferry Branch/Little Tennessee Slopes,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2211,3153,7.02,Rocky Ford Beaver Marsh,PRV,R3 (High),C5 (General),High,2021/01/22
2212,3154,814.3,Rock Creek Knob,USFS,R5 (General),C4 (Moderate),Moderate,2021/01/22
2213,3155,478.41,Payne Mountain,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2214,3156,1042.98,Patrick Meadows,"PRV, USFS",R2 (Very High),C3 (High),Very High,2021/01/22
2215,3130,798.49,Peels High Top/Cantrell Top,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2216,339,3178.05,The Craggies,"LOCAL, USFS, USNPS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2217,1670,1738.61,Sandy Run Swamp and Savannas,"NCDOT, NCDPR, PRV",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2218,3175,363.74,Fires Creek Gorge,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2219,1731,1994.51,Big Yellow Mountain,"NCDPR, PRV, SAHC, TNC, USFS",R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2220,331,967.87,Lovers Leap/Deep Water Bridge,USFS,R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2221,1890,3014.71,Upper Brown Creek Swamp,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2222,1278,245.46,Linville Mountain Dolomite Areas,"PRV, USFS",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2223,2970,1434.17,Doubletop Mountain/Cedar Cliff Mountain,"PRV, USFS",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2224,1989,462.13,McDowell Mountain,USFS,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2225,2620,116.9,Cape Fear River Canebrakes,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2226,558,8752.23,Tarboro Floodplain,PRV,R3 (High),C5 (General),High,2021/01/22
2227,37,369.37,Yellow Mountain/Ironmonger Mountain,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2228,1266,196.88,Harris Mill Run Slopes,PRV,R5 (General),C5 (General),General,2021/01/22
2229,128,63.87,Mineral Springs Barrens,"NCPCP, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
2230,3084,906.58,Andrew Jackson Ridges,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
2231,3157,117.71,Owensby Branch,"PRV, USFS",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2232,3158,243.38,Old Billy Top,"PRV, USFS",R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2233,146,29.74,Westinghouse Boulevard Upland Swamps,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2234,1465,74.63,Roundhouse Road Forest,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2235,2636,11529.11,Northeast Cape Fear River Corridor,PRV,R2 (Very High),C3 (High),Very High,2021/01/22
2236,872,335.65,Camp Woodfield Forests,PRV,R5 (General),C4 (Moderate),Moderate,2021/01/22
2237,3108,184.76,Ore Hill,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2238,997,15035.82,Dismal Swamp State Park,"NCDPR, PRV",R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2239,3102,410.73,Pigeonroost Creek Forests and Seeps,USFS,R2 (Very High),C5 (General),Very High,2021/01/22
2240,3103,52.2,The Peak Mafic Site,PRV,R5 (General),C3 (High),High,2021/01/22
2241,3085,217.84,Cane Creek Park,"CLC, LOCAL",R5 (General),C5 (General),General,2021/01/22
2242,3086,127.62,Crooked Creek Ledges,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2243,3087,98.24,Crooked Creek Woods,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2244,3159,435.66,Moccasin Mountain,PRV,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2245,3160,377.65,Little Buffalo Creek,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2246,3162,104.45,John Green Bend,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2247,263,280.92,Smith Cliff/Henry Fork River,PRV,R1 (Exceptional),C1 (Exceptional),Exceptional,2021/01/22
2248,495,1681.93,Lower Little River (Cumberland/Harnett) Corridor,"PRV, USDOD",R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2249,2016,382.36,Bryant Mill (Greenbank) Bluff,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2250,2438,18.95,New Bethel Rare Plant Site,PRV,R5 (General),C5 (General),General,2021/01/22
2251,3230,81.08,Fishing Creek Occoneechee Bottomland,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2252,2940,339.72,Bigelow Road Slopes,"NCWRC, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
2253,485,3132.27,Caswell Upland Hardwood Forest,"NCWRC, NSL, PRV",R2 (Very High),C3 (High),Very High,2021/01/22
2254,2939,2305.8,Country Line Creek Natural Area,NCWRC,R2 (Very High),C3 (High),Very High,2021/01/22
2255,3266,109.74,Beth Haven Flatrock,PRV,R4 (Moderate),C4 (Moderate),Moderate,2021/01/22
2256,960,461.14,Crooked Run Wildlife Management Area,USACE,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2257,2227,2295.39,Lumber River/Chalk Banks Flatwoods and Pocosins,"NCDPR, PRV",R2 (Very High),C4 (Moderate),Very High,2021/01/22
2258,1674,440.81,LBR/Lumber River/Bear Swamp Aquatic Habitat,PW,R1 (Exceptional),C3 (High),Exceptional,2021/01/22
2259,422,235.56,Clarke Creek Heronry,"LOCAL, PRV",R4 (Moderate),C5 (General),Moderate,2021/01/22
2260,2343,248.8,Cody Mountain,PRV,R5? (General?),C5 (General),General,2021/01/22
2261,3101,192.73,Wright Brothers Dune Barrens,USNPS,R2 (Very High),C4 (Moderate),Very High,2021/01/22
2262,3163,828.99,Corundum #3/Snowbird Mountains,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2263,3165,44.87,Camp Creek Wetlands,USFS,R2 (Very High),C2 (Very High),Very High,2021/01/22
2264,3166,33.78,Camp Creek Falls,PRV,R5 (General),C5 (General),General,2021/01/22
2265,3088,114.57,Fish Road Basic Forest,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2266,3089,216.4,Goose Creek/Duck Creek Floodplain,NCWRC,R3 (High),C4 (Moderate),High,2021/01/22
2267,3090,62.05,New Salem Branch,PRV,R5 (General),C5 (General),General,2021/01/22
2268,3092,230.27,Polk Mountain,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2269,3060,72.98,Ivy Bluffs Mafic Forests and Woodlands,PRV,R2 (Very High),C2 (Very High),Very High,2021/01/22
2270,939,308.37,Dun Vegan Mountain,"PRV,",R3 (High),C3 (High),High,2021/01/22
2271,935,24621.88,Chowan Swamp,"NCDPR, NCFF, NCWRC",R2 (Very High),C3 (High),Very High,2021/01/22
2272,2261,670.64,Shoal Ridge,PRV,R3 (High),C4 (Moderate),High,2021/01/22
2273,536,174.06,Brantley Island,PRV,R1 (Exceptional),C4 (Moderate),Exceptional,2021/01/22
2274,1029,5155.87,Nolichucky River Gorge,"PRV, USFS",R1 (Exceptional),C2 (Very High),Exceptional,2021/01/22
2275,3136,77.11,Rabbit Hop/Toe River Slope,PRV,R5 (General),C5 (General),General,2021/01/22
2276,3168,79.1,Beavers Branch Wetland and Slopes,USFS,R3 (High),C4 (Moderate),High,2021/01/22
2277,3169,148.98,Bearden Branch/Hooper Mill Creek,PRV,R5 (General),C5 (General),General,2021/01/22
